feature_code,date_code,units,value,region_of_residence,breakdown_of_domestic_tourism,local_authority
S12000033,2011-2013,Thousand Visits,781,All of GB,Visits,Aberdeen City
S12000033,2010-2012,million pounds (GBP),70,Scotland,Expenditure,Aberdeen City
S12000033,2014-2016,Thousand Nights,850,Scotland,Nights,Aberdeen City
S12000033,2009-2011,Thousand Nights,1066,England,Nights,Aberdeen City
S12000033,2013-2015,Thousand Nights,1847,All of GB,Nights,Aberdeen City
S12000033,2017-2019,Thousand Nights,683,Scotland,Nights,Aberdeen City
S12000033,2014-2016,Thousand Nights,996,England,Nights,Aberdeen City
S12000033,2012-2014,Thousand Nights,911,England,Nights,Aberdeen City
S12000033,2012-2014,Thousand Nights,1779,All of GB,Nights,Aberdeen City
S12000033,2017-2019,million pounds (GBP),54,Scotland,Expenditure,Aberdeen City
S12000033,2011-2013,Thousand Nights,924,Scotland,Nights,Aberdeen City
S12000033,2010-2012,Thousand Nights,887,England,Nights,Aberdeen City
S12000033,2015-2017,Thousand Nights,725,Scotland,Nights,Aberdeen City
S12000033,2014-2016,Thousand Nights,1952,All of GB,Nights,Aberdeen City
S12000033,2016-2018,Thousand Nights,1677,All of GB,Nights,Aberdeen City
S12000033,2009-2011,Thousand Nights,942,Scotland,Nights,Aberdeen City
S12000033,2013-2015,Thousand Nights,723,Scotland,Nights,Aberdeen City
S12000033,2009-2011,Thousand Nights,2157,All of GB,Nights,Aberdeen City
S12000033,2015-2017,million pounds (GBP),63,Scotland,Expenditure,Aberdeen City
S12000033,2017-2019,million pounds (GBP),56,England,Expenditure,Aberdeen City
S12000033,2013-2015,Thousand Visits,325,England,Visits,Aberdeen City
S12000033,2015-2017,Thousand Nights,911,England,Nights,Aberdeen City
S12000033,2017-2019,Thousand Nights,1546,All of GB,Nights,Aberdeen City
S12000033,2010-2012,Thousand Nights,997,Scotland,Nights,Aberdeen City
S12000033,2010-2012,Thousand Nights,2004,All of GB,Nights,Aberdeen City
S12000033,2010-2012,Thousand Visits,274,England,Visits,Aberdeen City
S12000033,2015-2017,Thousand Visits,592,All of GB,Visits,Aberdeen City
S12000033,2013-2015,Thousand Nights,1077,England,Nights,Aberdeen City
S12000033,2011-2013,million pounds (GBP),65,Scotland,Expenditure,Aberdeen City
S12000033,2009-2011,million pounds (GBP),86,England,Expenditure,Aberdeen City
S12000033,2012-2014,Thousand Visits,313,England,Visits,Aberdeen City
S12000033,2017-2019,Thousand Nights,844,England,Nights,Aberdeen City
S12000033,2014-2016,Thousand Visits,332,Scotland,Visits,Aberdeen City
S12000033,2014-2016,Thousand Visits,639,All of GB,Visits,Aberdeen City
S12000033,2014-2016,million pounds (GBP),64,Scotland,Expenditure,Aberdeen City
S12000033,2011-2013,Thousand Nights,1980,All of GB,Nights,Aberdeen City
S12000033,2012-2014,Thousand Nights,856,Scotland,Nights,Aberdeen City
S12000033,2016-2018,Thousand Nights,689,Scotland,Nights,Aberdeen City
S12000034,2009-2011,million pounds (GBP),44,All of GB,Expenditure,Aberdeenshire
S12000034,2009-2011,Thousand Nights,598,Scotland,Nights,Aberdeenshire
S12000034,2009-2011,million pounds (GBP),20,England,Expenditure,Aberdeenshire
S12000034,2009-2011,million pounds (GBP),23,Scotland,Expenditure,Aberdeenshire
S12000034,2010-2012,Thousand Nights,693,Scotland,Nights,Aberdeenshire
S12000034,2009-2011,Thousand Nights,517,England,Nights,Aberdeenshire
S12000034,2015-2017,million pounds (GBP),25,Scotland,Expenditure,Aberdeenshire
S12000034,2015-2017,Thousand Visits,91,England,Visits,Aberdeenshire
S12000034,2010-2012,Thousand Visits,81,England,Visits,Aberdeenshire
S12000034,2012-2014,Thousand Visits,387,All of GB,Visits,Aberdeenshire
S12000034,2013-2015,Thousand Nights,547,England,Nights,Aberdeenshire
S12000034,2015-2017,Thousand Visits,241,All of GB,Visits,Aberdeenshire
S12000034,2012-2014,million pounds (GBP),46,Scotland,Expenditure,Aberdeenshire
S12000034,2010-2012,million pounds (GBP),18,England,Expenditure,Aberdeenshire
S12000034,2011-2013,million pounds (GBP),23,England,Expenditure,Aberdeenshire
S12000034,2014-2016,Thousand Nights,307,England,Nights,Aberdeenshire
S12000034,2017-2019,Thousand Nights,415,England,Nights,Aberdeenshire
S12000034,2010-2012,Thousand Nights,1111,All of GB,Nights,Aberdeenshire
S12000034,2013-2015,Thousand Nights,794,Scotland,Nights,Aberdeenshire
S12000034,2012-2014,million pounds (GBP),67,All of GB,Expenditure,Aberdeenshire
S12000034,2009-2011,Thousand Visits,202,Scotland,Visits,Aberdeenshire
S12000034,2010-2012,Thousand Visits,271,Scotland,Visits,Aberdeenshire
S12000034,2010-2012,million pounds (GBP),32,Scotland,Expenditure,Aberdeenshire
S12000034,2009-2011,Thousand Nights,1156,All of GB,Nights,Aberdeenshire
S12000034,2017-2019,Thousand Nights,1254,All of GB,Nights,Aberdeenshire
S12000034,2011-2013,Thousand Visits,386,All of GB,Visits,Aberdeenshire
S12000034,2015-2017,Thousand Nights,433,England,Nights,Aberdeenshire
S12000034,2016-2018,Thousand Visits,111,England,Visits,Aberdeenshire
S12000034,2011-2013,Thousand Visits,99,England,Visits,Aberdeenshire
S12000034,2011-2013,million pounds (GBP),61,All of GB,Expenditure,Aberdeenshire
S12000034,2017-2019,million pounds (GBP),16,England,Expenditure,Aberdeenshire
S12000034,2014-2016,million pounds (GBP),55,All of GB,Expenditure,Aberdeenshire
S12000034,2013-2015,million pounds (GBP),20,England,Expenditure,Aberdeenshire
S12000034,2017-2019,million pounds (GBP),34,Scotland,Expenditure,Aberdeenshire
S12000034,2013-2015,Thousand Visits,85,England,Visits,Aberdeenshire
S12000034,2010-2012,million pounds (GBP),51,All of GB,Expenditure,Aberdeenshire
S12000034,2012-2014,million pounds (GBP),20,England,Expenditure,Aberdeenshire
S12000034,2011-2013,million pounds (GBP),37,Scotland,Expenditure,Aberdeenshire
S12000034,2017-2019,million pounds (GBP),52,All of GB,Expenditure,Aberdeenshire
S12000034,2016-2018,Thousand Nights,1182,All of GB,Nights,Aberdeenshire
S12000034,2014-2016,million pounds (GBP),18,England,Expenditure,Aberdeenshire
S12000034,2016-2018,million pounds (GBP),53,All of GB,Expenditure,Aberdeenshire
S12000034,2011-2013,Thousand Nights,839,Scotland,Nights,Aberdeenshire
S12000034,2015-2017,million pounds (GBP),51,All of GB,Expenditure,Aberdeenshire
S12000034,2011-2013,Thousand Nights,1489,All of GB,Nights,Aberdeenshire
S12000034,2016-2018,million pounds (GBP),22,England,Expenditure,Aberdeenshire
S12000034,2016-2018,Thousand Visits,326,All of GB,Visits,Aberdeenshire
S12000034,2017-2019,Thousand Visits,100,England,Visits,Aberdeenshire
S12000034,2010-2012,Thousand Nights,393,England,Nights,Aberdeenshire
S12000034,2014-2016,million pounds (GBP),36,Scotland,Expenditure,Aberdeenshire
S12000034,2016-2018,Thousand Nights,587,Scotland,Nights,Aberdeenshire
S12000034,2014-2016,Thousand Visits,272,All of GB,Visits,Aberdeenshire
S12000034,2016-2018,Thousand Visits,202,Scotland,Visits,Aberdeenshire
S12000034,2017-2019,Thousand Nights,707,Scotland,Nights,Aberdeenshire
S12000034,2011-2013,Thousand Nights,624,England,Nights,Aberdeenshire
S12000034,2014-2016,Thousand Visits,63,England,Visits,Aberdeenshire
S12000034,2014-2016,Thousand Nights,613,Scotland,Nights,Aberdeenshire
S12000034,2013-2015,Thousand Visits,228,Scotland,Visits,Aberdeenshire
S12000034,2009-2011,Thousand Visits,106,England,Visits,Aberdeenshire
S12000034,2012-2014,Thousand Nights,911,Scotland,Nights,Aberdeenshire
S12000034,2016-2018,million pounds (GBP),29,Scotland,Expenditure,Aberdeenshire
S12000034,2011-2013,Thousand Visits,285,Scotland,Visits,Aberdeenshire
S12000034,2015-2017,million pounds (GBP),25,England,Expenditure,Aberdeenshire
S12000034,2014-2016,Thousand Visits,203,Scotland,Visits,Aberdeenshire
S12000034,2009-2011,Thousand Visits,314,All of GB,Visits,Aberdeenshire
S12000034,2016-2018,Thousand Nights,450,England,Nights,Aberdeenshire
S12000034,2013-2015,Thousand Nights,1346,All of GB,Nights,Aberdeenshire
S12000034,2013-2015,million pounds (GBP),37,Scotland,Expenditure,Aberdeenshire
S12000034,2013-2015,Thousand Visits,316,All of GB,Visits,Aberdeenshire
S12000034,2015-2017,Thousand Nights,472,Scotland,Nights,Aberdeenshire
S12000034,2012-2014,Thousand Visits,82,England,Visits,Aberdeenshire
S12000034,2012-2014,Thousand Nights,1465,All of GB,Nights,Aberdeenshire
S12000034,2017-2019,Thousand Visits,364,All of GB,Visits,Aberdeenshire
S12000034,2014-2016,Thousand Nights,938,All of GB,Nights,Aberdeenshire
S12000034,2012-2014,Thousand Visits,303,Scotland,Visits,Aberdeenshire
S12000034,2017-2019,Thousand Visits,253,Scotland,Visits,Aberdeenshire
S12000034,2015-2017,Thousand Nights,925,All of GB,Nights,Aberdeenshire
S12000034,2012-2014,Thousand Nights,548,England,Nights,Aberdeenshire
S12000034,2013-2015,million pounds (GBP),58,All of GB,Expenditure,Aberdeenshire
S12000034,2010-2012,Thousand Visits,355,All of GB,Visits,Aberdeenshire
S12000034,2015-2017,Thousand Visits,145,Scotland,Visits,Aberdeenshire
S12000035,2016-2018,Thousand Visits,324,England,Visits,Argyll and Bute
S12000035,2013-2015,Thousand Nights,1726,England,Nights,Argyll and Bute
S12000035,2017-2019,million pounds (GBP),88,Scotland,Expenditure,Argyll and Bute
S12000035,2017-2019,Thousand Nights,1770,England,Nights,Argyll and Bute
S12000035,2012-2014,Thousand Nights,1601,England,Nights,Argyll and Bute
S12000035,2017-2019,million pounds (GBP),199,All of GB,Expenditure,Argyll and Bute
S12000035,2009-2011,Thousand Visits,860,All of GB,Visits,Argyll and Bute
S12000035,2014-2016,Thousand Visits,334,England,Visits,Argyll and Bute
S12000035,2012-2014,Thousand Nights,3317,All of GB,Nights,Argyll and Bute
S12000035,2010-2012,million pounds (GBP),92,Scotland,Expenditure,Argyll and Bute
S12000035,2014-2016,Thousand Nights,1596,England,Nights,Argyll and Bute
S12000035,2016-2018,Thousand Nights,2824,All of GB,Nights,Argyll and Bute
S12000035,2017-2019,Thousand Visits,491,Scotland,Visits,Argyll and Bute
S12000035,2012-2014,Thousand Nights,1635,Scotland,Nights,Argyll and Bute
S12000035,2014-2016,Thousand Visits,834,All of GB,Visits,Argyll and Bute
S12000035,2016-2018,Thousand Visits,731,All of GB,Visits,Argyll and Bute
S12000035,2014-2016,million pounds (GBP),211,All of GB,Expenditure,Argyll and Bute
S12000035,2014-2016,Thousand Nights,1493,Scotland,Nights,Argyll and Bute
S12000035,2017-2019,Thousand Visits,846,All of GB,Visits,Argyll and Bute
S12000035,2016-2018,million pounds (GBP),167,All of GB,Expenditure,Argyll and Bute
S12000035,2015-2017,million pounds (GBP),117,England,Expenditure,Argyll and Bute
S12000035,2012-2014,million pounds (GBP),92,Scotland,Expenditure,Argyll and Bute
S12000035,2010-2012,million pounds (GBP),178,All of GB,Expenditure,Argyll and Bute
S12000035,2012-2014,million pounds (GBP),193,All of GB,Expenditure,Argyll and Bute
S12000035,2014-2016,Thousand Nights,3181,All of GB,Nights,Argyll and Bute
S12000035,2010-2012,Thousand Visits,509,Scotland,Visits,Argyll and Bute
S12000035,2013-2015,Thousand Nights,1813,Scotland,Nights,Argyll and Bute
S12000035,2013-2015,million pounds (GBP),113,England,Expenditure,Argyll and Bute
S12000035,2015-2017,million pounds (GBP),208,All of GB,Expenditure,Argyll and Bute
S12000035,2009-2011,million pounds (GBP),186,All of GB,Expenditure,Argyll and Bute
S12000035,2013-2015,Thousand Nights,3631,All of GB,Nights,Argyll and Bute
S12000035,2011-2013,million pounds (GBP),89,Scotland,Expenditure,Argyll and Bute
S12000035,2013-2015,million pounds (GBP),224,All of GB,Expenditure,Argyll and Bute
S12000035,2015-2017,million pounds (GBP),90,Scotland,Expenditure,Argyll and Bute
S12000035,2013-2015,Thousand Visits,891,All of GB,Visits,Argyll and Bute
S12000035,2016-2018,million pounds (GBP),97,England,Expenditure,Argyll and Bute
S12000035,2014-2016,Thousand Visits,473,Scotland,Visits,Argyll and Bute
S12000035,2009-2011,million pounds (GBP),92,England,Expenditure,Argyll and Bute
S12000035,2012-2014,Thousand Visits,821,All of GB,Visits,Argyll and Bute
S12000035,2015-2017,Thousand Visits,365,England,Visits,Argyll and Bute
S12000035,2010-2012,Thousand Visits,831,All of GB,Visits,Argyll and Bute
S12000035,2010-2012,Thousand Nights,1419,England,Nights,Argyll and Bute
S12000035,2016-2018,million pounds (GBP),68,Scotland,Expenditure,Argyll and Bute
S12000035,2016-2018,Thousand Visits,402,Scotland,Visits,Argyll and Bute
S12000035,2017-2019,Thousand Nights,1626,Scotland,Nights,Argyll and Bute
S12000035,2011-2013,million pounds (GBP),84,England,Expenditure,Argyll and Bute
S12000035,2009-2011,Thousand Nights,1851,Scotland,Nights,Argyll and Bute
S12000035,2011-2013,Thousand Visits,331,England,Visits,Argyll and Bute
S12000035,2011-2013,million pounds (GBP),178,All of GB,Expenditure,Argyll and Bute
S12000035,2015-2017,Thousand Visits,814,All of GB,Visits,Argyll and Bute
S12000035,2009-2011,Thousand Nights,3573,All of GB,Nights,Argyll and Bute
S12000035,2010-2012,Thousand Visits,307,England,Visits,Argyll and Bute
S12000035,2015-2017,Thousand Nights,1417,Scotland,Nights,Argyll and Bute
S12000035,2017-2019,Thousand Nights,3411,All of GB,Nights,Argyll and Bute
S12000035,2011-2013,Thousand Nights,3456,All of GB,Nights,Argyll and Bute
S12000035,2012-2014,Thousand Visits,332,England,Visits,Argyll and Bute
S12000035,2011-2013,Thousand Nights,1713,Scotland,Nights,Argyll and Bute
S12000035,2017-2019,million pounds (GBP),108,England,Expenditure,Argyll and Bute
S12000035,2009-2011,Thousand Visits,532,Scotland,Visits,Argyll and Bute
S12000035,2015-2017,Thousand Nights,3133,All of GB,Nights,Argyll and Bute
S12000035,2015-2017,Thousand Visits,443,Scotland,Visits,Argyll and Bute
S12000035,2013-2015,Thousand Visits,531,Scotland,Visits,Argyll and Bute
S12000035,2012-2014,Thousand Visits,464,Scotland,Visits,Argyll and Bute
S12000035,2012-2014,million pounds (GBP),95,England,Expenditure,Argyll and Bute
S12000035,2013-2015,million pounds (GBP),107,Scotland,Expenditure,Argyll and Bute
S12000035,2014-2016,million pounds (GBP),93,Scotland,Expenditure,Argyll and Bute
S12000035,2009-2011,million pounds (GBP),89,Scotland,Expenditure,Argyll and Bute
S12000035,2011-2013,Thousand Visits,451,Scotland,Visits,Argyll and Bute
S12000035,2011-2013,Thousand Nights,1686,England,Nights,Argyll and Bute
S12000035,2016-2018,Thousand Nights,1503,England,Nights,Argyll and Bute
S12000035,2016-2018,Thousand Nights,1312,Scotland,Nights,Argyll and Bute
S12000035,2014-2016,million pounds (GBP),114,England,Expenditure,Argyll and Bute
S12000035,2009-2011,Thousand Nights,1651,England,Nights,Argyll and Bute
S12000035,2010-2012,Thousand Nights,3341,All of GB,Nights,Argyll and Bute
S12000035,2013-2015,Thousand Visits,333,England,Visits,Argyll and Bute
S12000035,2010-2012,million pounds (GBP),80,England,Expenditure,Argyll and Bute
S12000035,2017-2019,Thousand Visits,348,England,Visits,Argyll and Bute
S12000035,2011-2013,Thousand Visits,795,All of GB,Visits,Argyll and Bute
S12000035,2015-2017,Thousand Nights,1677,England,Nights,Argyll and Bute
S12000035,2009-2011,Thousand Visits,315,England,Visits,Argyll and Bute
S12000035,2010-2012,Thousand Nights,1832,Scotland,Nights,Argyll and Bute
S12000036,2016-2018,Thousand Nights,6239,All of GB,Nights,City of Edinburgh
S12000036,2016-2018,Thousand Visits,1678,England,Visits,City of Edinburgh
S12000036,2013-2015,million pounds (GBP),140,Scotland,Expenditure,City of Edinburgh
S12000036,2009-2011,Thousand Visits,634,Scotland,Visits,City of Edinburgh
S12000036,2009-2011,million pounds (GBP),496,All of GB,Expenditure,City of Edinburgh
S12000036,2015-2017,million pounds (GBP),752,All of GB,Expenditure,City of Edinburgh
S12000036,2017-2019,Thousand Nights,6671,All of GB,Nights,City of Edinburgh
S12000036,2011-2013,Thousand Visits,2323,All of GB,Visits,City of Edinburgh
S12000036,2012-2014,million pounds (GBP),595,All of GB,Expenditure,City of Edinburgh
S12000036,2016-2018,Thousand Visits,683,Scotland,Visits,City of Edinburgh
S12000036,2017-2019,million pounds (GBP),160,Scotland,Expenditure,City of Edinburgh
S12000036,2015-2017,Thousand Visits,1741,England,Visits,City of Edinburgh
S12000036,2009-2011,Thousand Nights,5246,All of GB,Nights,City of Edinburgh
S12000036,2010-2012,Thousand Visits,1500,England,Visits,City of Edinburgh
S12000036,2014-2016,million pounds (GBP),647,All of GB,Expenditure,City of Edinburgh
S12000036,2015-2017,Thousand Visits,649,Scotland,Visits,City of Edinburgh
S12000036,2016-2018,million pounds (GBP),568,England,Expenditure,City of Edinburgh
S12000036,2014-2016,million pounds (GBP),498,England,Expenditure,City of Edinburgh
S12000036,2011-2013,Thousand Visits,731,Scotland,Visits,City of Edinburgh
S12000036,2010-2012,Thousand Visits,666,Scotland,Visits,City of Edinburgh
S12000036,2017-2019,Thousand Visits,1701,England,Visits,City of Edinburgh
S12000036,2009-2011,Thousand Visits,1409,England,Visits,City of Edinburgh
S12000036,2011-2013,Thousand Visits,1528,England,Visits,City of Edinburgh
S12000036,2010-2012,million pounds (GBP),571,All of GB,Expenditure,City of Edinburgh
S12000036,2016-2018,Thousand Nights,1239,Scotland,Nights,City of Edinburgh
S12000036,2016-2018,Thousand Visits,2449,All of GB,Visits,City of Edinburgh
S12000036,2012-2014,Thousand Visits,1497,England,Visits,City of Edinburgh
S12000036,2014-2016,million pounds (GBP),140,Scotland,Expenditure,City of Edinburgh
S12000036,2012-2014,Thousand Nights,1265,Scotland,Nights,City of Edinburgh
S12000036,2009-2011,million pounds (GBP),97,Scotland,Expenditure,City of Edinburgh
S12000036,2011-2013,Thousand Nights,5798,All of GB,Nights,City of Edinburgh
S12000036,2015-2017,Thousand Visits,2435,All of GB,Visits,City of Edinburgh
S12000036,2014-2016,Thousand Nights,5793,All of GB,Nights,City of Edinburgh
S12000036,2017-2019,Thousand Visits,803,Scotland,Visits,City of Edinburgh
S12000036,2009-2011,Thousand Nights,3799,England,Nights,City of Edinburgh
S12000036,2010-2012,Thousand Nights,4015,England,Nights,City of Edinburgh
S12000036,2010-2012,Thousand Nights,5636,All of GB,Nights,City of Edinburgh
S12000036,2017-2019,Thousand Nights,4859,England,Nights,City of Edinburgh
S12000036,2010-2012,million pounds (GBP),111,Scotland,Expenditure,City of Edinburgh
